"","Macroplot","MonStatusOrd","MonStatus","Species","SciName","CommName","Individuals","Sapling","Seedling","Snag","Total","BA","LiCrBHt","Height","QMD","CrFuBHt","CrScPct","ScorchHt","CharHt","LiveSeedling","DeadSeedling","LiveSapling","DeadSapling","BASapling"
"59","FPICO1T08:12",5,"01PostBurnYear01","PICO","Pinus contorta","lodgepole pine, scrub pine, shore pine, tamarack pine",178.065560501821,NA,NA,72.8450020234723,178.065560501821,72.9923936135347,NA,20.9466461538462,8.66932528064678,NA,0,0,0,NA,NA,NA,NA,NA
"60","FPICO1T08:12",5,"01PostBurnYear01","PIEN","Picea engelmannii","columbian spruce, Engelmann spruce, Engelmann's spruce, mountain spruce, silver spruce, white spruce",4.04694455685957,NA,NA,0,4.04694455685957,6.56346816211067,NA,NA,17.24406,NA,0,0,0,NA,NA,NA,NA,NA
"61","FPICO1T08:12",6,"01PostBurnYear02","ABLA","Abies lasiocarpa","subalpine fir",4.04694455685957,NA,NA,0,4.04694455685957,1.04775866049832,NA,NA,6.88975,NA,0,0,0,NA,NA,NA,NA,NA
"62","FPICO1T08:12",6,"01PostBurnYear02","PICO","Pinus contorta","lodgepole pine, scrub pine, shore pine, tamarack pine",186.15944961554,NA,NA,64.7511129097531,186.15944961554,73.9822646771819,NA,20.505,8.53606529922459,NA,0,0,0,NA,NA,NA,NA,NA
"63","FPICO1T08:12",6,"01PostBurnYear02","PIEN","Picea engelmannii","columbian spruce, Engelmann spruce, Engelmann's spruce, mountain spruce, silver spruce, white spruce",4.04694455685957,NA,NA,0,4.04694455685957,6.503664663709,NA,NA,17.16532,NA,0,0,0,NA,NA,NA,NA,NA
"64","FPICO1T08:12",16,"02PostBurnYear05","PICO","Pinus contorta","lodgepole pine, scrub pine, shore pine, tamarack pine",0,NA,NA,37.9401052205585,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","FPICO1T08:13",1,"00PreBurn01","PICO","Pinus contorta","lodgepole pine, scrub pine, shore pine, tamarack pine",133.549170376366,NA,NA,8.09388911371914,133.549170376366,60.8221764136293,NA,32.808,9.13790928096777,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","FPICO1T08:13",1,"00PreBurn01","PIEN","Picea engelmannii","columbian spruce, Engelmann spruce, Engelmann's spruce, mountain spruce, silver spruce, white spruce",52.6102792391744,NA,NA,4.04694455685957,52.6102792391744,11.3751522689235,NA,25.6996,6.2962181524156,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","FPICO1T08:13",7,"01PostBurnYear05","PICO","Pinus contorta","lodgepole pine, scrub pine, shore pine, tamarack pine",0,NA,NA,88.5269121813031,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","FPICO1T08:14",1,"00PreBurn01","PICO","Pinus contorta","lodgepole pine, scrub pine, shore pine, tamarack pine",352.084176446783,NA,NA,89.0327802509106,352.084176446783,94.2466185280371,NA,28.8070243902439,7.0056122496198,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","FPICO1T08:14",7,"01PostBurnYear05","PICO","Pinus contorta","lodgepole pine, scrub pine, shore pine, tamarack pine",0,NA,NA,139.113719142048,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","FPICO1T08:15",1,"00PreBurn01","PICO","Pinus contorta","lodgepole pine, scrub pine, shore pine, tamarack pine",267.098340752732,NA,NA,133.549170376366,267.098340752732,89.5762321605828,NA,23.9305411764706,7.84146595900369,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","FPICO1T08:15",7,"01PostBurnYear05","PICO","Pinus contorta","lodgepole pine, scrub pine, shore pine, tamarack pine",113.820315661675,NA,NA,341.460946985026,113.820315661675,21.659951280375,13.61532,33.661008,5.90684134396342,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","FPICO1T08:16",1,"00PreBurn01","ABLA","Abies lasiocarpa","subalpine fir",4.04694455685957,NA,NA,0,4.04694455685957,2.2597032413797,NA,NA,10.11809,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","FPICO1T08:16",1,"00PreBurn01","PICO","Pinus contorta","lodgepole pine, scrub pine, shore pine, tamarack pine",238.769728854715,NA,NA,28.328611898017,238.769728854715,77.646118480004,NA,27.5301913043478,7.72158938420602,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","FPICO1T08:16",7,"01PostBurnYear05","ABLA","Abies lasiocarpa","subalpine fir",0,NA,NA,12.6467017401862,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","FPICO1T08:16",7,"01PostBurnYear05","PICO","Pinus contorta","lodgepole pine, scrub pine, shore pine, tamarack pine",0,NA,NA,75.880210441117,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","FPICO1T08:19",1,"00PreBurn01","ABLA","Abies lasiocarpa","subalpine fir",8.09388911371914,NA,NA,0,8.09388911371914,5.0663279504076,NA,NA,10.7128367144188,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","FPICO1T08:19",1,"00PreBurn01","PICO","Pinus contorta","lodgepole pine, scrub pine, shore pine, tamarack pine",165.924726831242,NA,NA,32.3755564548766,165.924726831242,70.3943968983589,NA,22.9656,8.81962158576228,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","FPICO1T08:19",1,"00PreBurn01","PIEN","Picea engelmannii","columbian spruce, Engelmann spruce, Engelmann's spruce, mountain spruce, silver spruce, white spruce",12.1408336705787,NA,NA,0,12.1408336705787,16.3446587659692,NA,NA,15.7108663988665,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","FPICO1T08:19",7,"01PostBurnYear05","ABLA","Abies lasiocarpa","subalpine fir",50.5868069607446,NA,NA,12.6467017401862,50.5868069607446,17.3134634656915,0,47.5716,7.92154337853742,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","FPICO1T08:19",7,"01PostBurnYear05","PICO","Pinus contorta","lodgepole pine, scrub pine, shore pine, tamarack pine",63.2335087009308,NA,NA,151.760420882234,63.2335087009308,11.4083811864422,12.13896,29.5272,5.75141668132991,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","FPICO1T08:19",7,"01PostBurnYear05","PIEN","Picea engelmannii","columbian spruce, Engelmann spruce, Engelmann's spruce, mountain spruce, silver spruce, white spruce",0,NA,NA,12.6467017401862,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","FPICO1T08:20",1,"00PreBurn01","PICO","Pinus contorta","lodgepole pine, scrub pine, shore pine, tamarack pine",271.145285309591,NA,NA,101.173613921489,271.145285309591,78.0230036850342,NA,20.6789818181818,7.26351378757041,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","FPICO1T08:20",7,"01PostBurnYear05","PICO","Pinus contorta","lodgepole pine, scrub pine, shore pine, tamarack pine",0,NA,NA,214.993929583165,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","FPICO1T08:21",1,"00PreBurn01","PICO","Pinus contorta","lodgepole pine, scrub pine, shore pine, tamarack pine",376.36584378794,NA,NA,279.23917442331,376.36584378794,90.8015880523186,NA,29.8064170212766,6.65086421942041,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","FPICO1T08:21",1,"00PreBurn01","PIEN","Picea engelmannii","columbian spruce, Engelmann spruce, Engelmann's spruce, mountain spruce, silver spruce, white spruce",28.328611898017,NA,NA,0,28.328611898017,4.19999832424798,NA,16.404,5.21372802509737,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","FPICO1T08:21",7,"01PostBurnYear05","ABLA","Abies lasiocarpa","subalpine fir",25.2934034803723,NA,NA,0,25.2934034803723,0.670779371016984,NA,14.7636,2.20507148983882,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","FPICO1T08:21",7,"01PostBurnYear05","PICO","Pinus contorta","lodgepole pine, scrub pine, shore pine, tamarack pine",50.5868069607446,NA,NA,290.874140024282,50.5868069607446,16.4327047059787,28.21488,49.29402,7.71742385012641,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","FPICO1T08:21",7,"01PostBurnYear05","PIEN","Picea engelmannii","columbian spruce, Engelmann spruce, Engelmann's spruce, mountain spruce, silver spruce, white spruce",25.2934034803723,NA,NA,12.6467017401862,25.2934034803723,19.5679621262964,0.98424,57.74208,11.9098317079315,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","FPICO1T08:24",1,"00PreBurn01","PICO","Pinus contorta","lodgepole pine, scrub pine, shore pine, tamarack pine",113.314447592068,NA,NA,206.394172399838,113.314447592068,57.8619374552744,NA,22.9656,9.67587621932025,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","FPICO1T08:24",1,"00PreBurn01","PIEN","Picea engelmannii","columbian spruce, Engelmann spruce, Engelmann's spruce, mountain spruce, silver spruce, white spruce",44.5163901254553,NA,NA,0,44.5163901254553,14.1339136517135,NA,24.0592,7.62970432719679,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","FPICO1T08:24",7,"01PostBurnYear05","ABLA","Abies lasiocarpa","subalpine fir",37.9401052205585,NA,NA,0,37.9401052205585,2.2594167114603,NA,NA,3.30434484114981,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","FPICO1T08:24",7,"01PostBurnYear05","PICO","Pinus contorta","lodgepole pine, scrub pine, shore pine, tamarack pine",75.880210441117,NA,NA,177.053824362606,75.880210441117,44.152015382654,32.47992,59.6012,10.3287428228407,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","FPICO1T08:24",7,"01PostBurnYear05","PIEN","Picea engelmannii","columbian spruce, Engelmann spruce, Engelmann's spruce, mountain spruce, silver spruce, white spruce",88.5269121813031,NA,NA,12.6467017401862,88.5269121813031,42.100867433505,2.755872,53.42236,9.33779477848567,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","FPICO1T08:25",1,"00PreBurn01","ABLA","Abies lasiocarpa","subalpine fir",24.2816673411574,NA,NA,8.09388911371914,24.2816673411574,6.40174554372126,NA,26.2464,6.95258668814828,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","FPICO1T08:25",1,"00PreBurn01","PICO","Pinus contorta","lodgepole pine, scrub pine, shore pine, tamarack pine",84.985835694051,NA,NA,84.985835694051,84.985835694051,47.2748365491564,NA,9.8424,10.0989960991489,NA,NA,NA,NA,NA,NA,NA,NA,NA
