Report Date,MacroPlot Name,Sample Event Date,Visited,Plot Area,Snag Plot Area,Break Pnt. Dia.,Collected By,Entered/Verif. By,UV1 Description,UV2 Description,UV3 Description,Comment,SampleData_CreatedBy,SampleData_CreatedDate,SampleData_ModifiedBy,SampleData_ModifiedDate
2025/10/21,FPICO1T08:12,2001/08/14,True,0.1,0.1,15,,,,,,,,,,

Report Date,MacroPlot Name,Sample Event Date,Subplot Frac.,Quarter,Tag Num.,UV1,Species,Status,Crown Class,DBH,Height,UV2,Live Crown Base Ht.,UV3,Comment,Is Verified,Damage 1,Damage 2,Damage 3,Damage 4,Damage 5,Char Ht.,Scorch Ht.,Crown Scorch %
2025/10/21,FPICO1T08:12,2001/08/14,1,1,1,,PICO,L,X,14.8,10,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,0,0,0
2025/10/21,FPICO1T08:12,2001/08/14,1,1,2,,PICO,L,X,9,5,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,0,0,0
2025/10/21,FPICO1T08:12,2001/08/14,1,1,3,,PICO,L,X,3.1,3,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,0,0,0
2025/10/21,FPICO1T08:12,2001/08/14,1,1,4,,PICO,L,X,7.4,4,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,0,0,0
2025/10/21,FPICO1T08:12,2001/08/14,1,1,5,,PICO,L,X,6.5,4,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,0,0,0
2025/10/21,FPICO1T08:12,2001/08/14,1,1,6,,PICO,L,X,7.5,4,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,0,0,0
2025/10/21,FPICO1T08:12,2001/08/14,1,1,7,,PICO,L,X,12.7,10,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,0,0,0
2025/10/21,FPICO1T08:12,2001/08/14,1,1,8,,PICO,L,X,12.9,9,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,0,0,0
2025/10/21,FPICO1T08:12,2001/08/14,1,2,10,,PICO,L,X,2.9,2,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,0,0,0
2025/10/21,FPICO1T08:12,2001/08/14,1,2,11,,PICO,L,X,12.7,10,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,0,0,0
2025/10/21,FPICO1T08:12,2001/08/14,1,2,12,,PICO,L,X,5.9,5,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,0,0,0
2025/10/21,FPICO1T08:12,2001/08/14,1,2,13,,PICO,L,X,6.9,7,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,0,0,0
2025/10/21,FPICO1T08:12,2001/08/14,1,2,14,,PICO,D,X,3.8,4,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,0,0,0
2025/10/21,FPICO1T08:12,2001/08/14,1,2,15,,PICO,L,X,11.7,10,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,0,0,0
2025/10/21,FPICO1T08:12,2001/08/14,1,2,16,,PICO,L,X,5.7,4,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,0,0,0
2025/10/21,FPICO1T08:12,2001/08/14,1,2,17,,PICO,L,X,2.7,2,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,0,0,0
2025/10/21,FPICO1T08:12,2001/08/14,1,2,18,,PICO,L,X,6,3,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,0,0,0
2025/10/21,FPICO1T08:12,2001/08/14,1,2,19,,PICO,L,X,12.3,8,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,0,0,0
2025/10/21,FPICO1T08:12,2001/08/14,1,2,20,,PICO,D,X,11.1,9,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,0,0,0
