Report Date,MacroPlot Name,Sample Event Date,Visited,Plot Area,Snag Plot Area,Break Pnt. Dia.,Collected By,Entered/Verif. By,UV1 Description,UV2 Description,UV3 Description,Comment,SampleData_CreatedBy,SampleData_CreatedDate,SampleData_ModifiedBy,SampleData_ModifiedDate
2025/10/21,FPICO1T08:25,2000/09/22,True,0.1,0.1,15,,,,,,,,,,

Report Date,MacroPlot Name,Sample Event Date,Subplot Frac.,Quarter,Tag Num.,UV1,Species,Status,Crown Class,DBH,Height,UV2,Live Crown Base Ht.,UV3,Comment,Is Verified,Damage 1,Damage 2,Damage 3,Damage 4,Damage 5,Char Ht.,Scorch Ht.,Crown Scorch %
2025/10/21,FPICO1T08:25,2000/09/22,1,1,1,,PICO,D,X,7.7,8,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,1,2,,PIEN,L,X,8.3,7,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,1,3,,PICO,D,X,12,10,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,1,4,,PICO,D,X,4.6,4,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,1,5,,ABLA,L,X,12.9,8,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,1,6,,ABLA,D,X,3.3,4,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,1,7,,PIEN,L,X,11.2,8,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,1,8,,PIEN,L,X,9.3,6,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,1,9,,PIEN,L,X,14.4,10,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,1,10,,PICO,D,X,8.5,10,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,1,11,,PICO,D,X,5.8,7,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,1,12,,PICO,D,X,8.5,5,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,2,13,,PICO,D,X,12.5,5,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,2,14,,PICO,D,X,4.8,6,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,2,15,,ABLA,D,X,13.8,7,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,2,16,,PICO,D,X,13.7,9,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,2,17,,PICO,D,X,10.5,9,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,2,18,,PIEN,L,X,8.4,4,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,2,19,,PICO,L,X,3.1,3,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,2,20,,PIEN,L,X,12.3,8,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,2,21,,PIEN,L,X,9.8,7,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,1,50,,PICO,D,RS,17.5,,,, overq1_all,FMH TREEOVER 1067,Yes,WOND,MAMM,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,1,51,,PICO,D,RS,17.1,,,, overq1_all,FMH TREEOVER 1067,Yes,TWIN,WOND,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,1,52,,PICO,L,C,25.2,,,, overq1_all,FMH TREEOVER 1067,Yes,WOND,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,1,53,,PICO,L,C,16,,,, overq1_all,FMH TREEOVER 1067,Yes,WOND,FORK,LEAN,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,1,54,,PICO,L,C,23.6,,,, overq1_all,FMH TREEOVER 1067,Yes,,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,1,55,,PICO,L,C,23.3,,,, overq1_all,FMH TREEOVER 1067,Yes,CROK,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,1,56,,PICO,L,C,23.9,,,, overq1_all,FMH TREEOVER 1067,Yes,WOND,MAMM,MISL,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,1,57,,PICO,L,C,22.2,,,, overq1_all,FMH TREEOVER 1067,Yes,ABGR,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,1,58,,PICO,L,D,34.5,,,, overq1_all,FMH TREEOVER 1067,Yes,MISL,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,1,59,,PICO,D,RS,22.5,,,, overq1_all,FMH TREEOVER 1067,Yes,WOND,,,,,,,
2025/10/21,FPICO1T08:25,2000/09/22,1,1,60,,ABLA,L,C,21.6,,,, overq1_all,FMH TREEOVER 1067,Yes,,,,,,,,
