Report Date,MacroPlot Name,Sample Event Date,Visited,Plot Area,Snag Plot Area,Break Pnt. Dia.,Collected By,Entered/Verif. By,UV1 Description,UV2 Description,UV3 Description,Comment,SampleData_CreatedBy,SampleData_CreatedDate,SampleData_ModifiedBy,SampleData_ModifiedDate
2025/10/21,FPICO1T08:20,1999/09/16,True,0.1,0.1,15,,,,,,,,,,

Report Date,MacroPlot Name,Sample Event Date,Subplot Frac.,Quarter,Tag Num.,UV1,Species,Status,Crown Class,DBH,Height,UV2,Live Crown Base Ht.,UV3,Comment,Is Verified,Damage 1,Damage 2,Damage 3,Damage 4,Damage 5,Char Ht.,Scorch Ht.,Crown Scorch %
2025/10/21,FPICO1T08:20,1999/09/16,1,1,1,,PICO,D,X,12,0.6,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,2,,PICO,L,X,6.3,5,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,3,,PICO,L,X,5.9,5,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,4,,PICO,D,X,11.9,10,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,5,,PICO,D,X,3.5,2,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,6,,PICO,L,X,8.5,7,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,7,,PICO,L,X,5,4,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,8,,PICO,L,X,9.1,6,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,9,,PICO,L,X,7,5,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,10,,PICO,L,X,7.5,7,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,11,,PICO,L,X,3.7,3,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,12,,PICO,L,X,8.5,6,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,13,,PICO,D,X,7.1,2,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,14,,PICO,D,X,9.5,5,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,15,,PICO,D,X,9.7,9,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,16,,PICO,D,X,8.2,4,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,17,,PICO,D,X,5,5,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,18,,PICO,L,X,10.9,8,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,19,,PICO,D,X,7,7,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,20,,PICO,D,X,10.7,9,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,21,,PICO,D,X,7.2,6,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,22,,PICO,L,X,12.8,10,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,23,,PICO,L,X,9.9,9,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,24,,PICO,L,X,9.7,6,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,25,,PICO,L,X,12.4,10,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,26,,PICO,L,X,3,2,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,27,,PICO,L,X,12.9,10,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,28,,PICO,L,X,10.6,10,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,29,,PICO,L,X,13.8,10,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,30,,PICO,L,X,4.7,4,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,31,,PICO,L,X,9.1,5,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,32,,PICO,D,X,9.5,9,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,33,,PICO,D,X,2.7,3,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,34,,PICO,L,X,7.8,5,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,35,,PICO,D,X,7.1,4,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,36,,PICO,L,X,8.6,6,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,37,,PICO,D,X,4.3,3,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,38,,PICO,D,X,6.2,5,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,39,,PICO,L,X,14.9,10,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,40,,PICO,L,X,6.6,4,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,41,,PICO,L,X,6.7,5,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,42,,PICO,D,X,13,10,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,43,,PICO,L,X,9.8,6,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,44,,PICO,L,X,6.7,4,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,45,,PICO,L,X,11,6,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,46,,PICO,L,X,5,3,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,47,,PICO,D,X,12.7,10,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,48,,PICO,D,X,7.7,2,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,49,,PICO,L,X,14.9,10,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,50,,PICO,D,X,9.5,7,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,51,,PICO,L,X,7.8,6,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,52,,PICO,L,X,10.7,6,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,2,53,,PICO,L,X,5.6,5,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,40,,PICO,L,I,17.8,,,, overq1_all,FMH TREEOVER 1067,Yes,LEAN,WOND,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,41,,PICO,L,C,28,,,, overq1_all,FMH TREEOVER 1067,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,42,,PICO,D,RS,27,,,, overq1_all,FMH TREEOVER 1067,Yes,WOND,FIRE,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,43,,PICO,L,C,24.7,,,, overq1_all,FMH TREEOVER 1067,Yes,WOND,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,44,,PICO,D,BAD,15.5,,,, overq1_all,FMH TREEOVER 1067,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,45,,PICO,L,D,21.5,,,, overq1_all,FMH TREEOVER 1067,Yes,,,,,,,,
2025/10/21,FPICO1T08:20,1999/09/16,1,1,46,,PICO,L,C,22.2,,,, overq1_all,FMH TREEOVER 1067,Yes,WOND,,,,,,,
