Report Date,MacroPlot Name,Sample Event Date,Visited,Min. Cov. Level,Plot Area,Collected By,Entered/Verif. By,UV1 Description,UV2 Description,UV3 Description,Comment,SampleData_CreatedBy,SampleData_CreatedDate,SampleData_ModifiedBy,SampleData_ModifiedDate
2025/10/21,FPICO1T08:08,1998/07/28,True,,,,,,,,,,,,

Report Date,MacroPlot Name,Sample Event Date,Item Code,Status,Cover,Comment
2025/10/21,FPICO1T08:08,1998/07/28,PRVI,L,0,From FMH TRANOBS 1064
2025/10/21,FPICO1T08:08,1998/07/28,HIAL2,L,0,From FMH TRANOBS 1064
2025/10/21,FPICO1T08:08,1998/07/28,RUID,L,0,From FMH TRANOBS 1064
2025/10/21,FPICO1T08:08,1998/07/28,BRCIC3,L,0,From FMH TRANOBS 1064
2025/10/21,FPICO1T08:08,1998/07/28,SHCA,L,0,From FMH TRANOBS 1064
2025/10/21,FPICO1T08:08,1998/07/28,ERFO3,L,0,From FMH TRANOBS 1064
