Report Date,MacroPlot Name,Sample Event Date,Visited,Plot Area,Snag Plot Area,Break Pnt. Dia.,Collected By,Entered/Verif. By,UV1 Description,UV2 Description,UV3 Description,Comment,SampleData_CreatedBy,SampleData_CreatedDate,SampleData_ModifiedBy,SampleData_ModifiedDate
2025/10/21,FPICO1T08:11,2001/09/14,True,0.1,0.1,15,,,,,,,,,,

Report Date,MacroPlot Name,Sample Event Date,Subplot Frac.,Quarter,Tag Num.,UV1,Species,Status,Crown Class,DBH,Height,UV2,Live Crown Base Ht.,UV3,Comment,Is Verified,Damage 1,Damage 2,Damage 3,Damage 4,Damage 5,Char Ht.,Scorch Ht.,Crown Scorch %
2025/10/21,FPICO1T08:11,2001/09/14,1,1,1,,ABLA,L,X,6.3,6,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,1,2,,ABLA,L,X,3.3,4,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,1,3,,ABLA,L,X,13.1,10,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,1,4,,ABLA,L,X,8.3,8,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,1,5,,ABLA,L,X,9.5,7,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,1,6,,ABLA,L,X,4.4,4,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,1,7,,PICO,L,X,7.6,7,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,1,8,,PICO,L,X,4.7,5,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,1,9,,ABLA,L,X,10.8,6,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,1,10,,PICO,D,X,12.2,10,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,1,11,,ABLA,L,X,9.7,6,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,1,12,,ABLA,L,X,10.6,9,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,1,13,,ABLA,L,X,8,6,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,1,14,,PIEN,L,X,12.1,8,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,1,15,,ABLA,L,X,4.2,6,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,1,16,,ABLA,L,X,9.8,8,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,1,17,,ABLA,L,X,2.5,4,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,1,18,,PICO,D,X,13.4,8,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,1,19,,PICO,D,X,7.1,6,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,1,20,,ABLA,L,X,7.9,5,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,1,21,,ABLA,D,X,3.8,4,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,1,22,,ABLA,D,X,5.7,6,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,1,23,,ABLA,L,X,6,6,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,2,24,,ABLA,L,X,12.3,9,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,2,25,,ABLA,L,X,9.1,8,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,2,26,,ABLA,L,X,8.3,8,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,2,27,,ABLA,L,X,2.8,3,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,2,28,,ABLA,L,X,9.4,9,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,2,29,,PIEN,L,X,10.1,9,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,2,30,,PIEN,L,X,2.7,3,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,2,31,,PIEN,L,X,10.5,9,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,2,32,,PICO,L,X,4.8,5,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:11,2001/09/14,1,2,33,,ABLA,L,X,12.1,10,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
