Report Date,MacroPlot Name,Sample Event Date,Visited,Plot Area,Snag Plot Area,Break Pnt. Dia.,Collected By,Entered/Verif. By,UV1 Description,UV2 Description,UV3 Description,Comment,SampleData_CreatedBy,SampleData_CreatedDate,SampleData_ModifiedBy,SampleData_ModifiedDate
2025/10/21,FPICO1T08:08,1998/07/28,True,0.1,0.1,15,,,,,,,,,,

Report Date,MacroPlot Name,Sample Event Date,Subplot Frac.,Quarter,Tag Num.,UV1,Species,Status,Crown Class,DBH,Height,UV2,Live Crown Base Ht.,UV3,Comment,Is Verified,Damage 1,Damage 2,Damage 3,Damage 4,Damage 5,Char Ht.,Scorch Ht.,Crown Scorch %
2025/10/21,FPICO1T08:08,1998/07/28,1,1,1,,PICO,D,X,12,4,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,1,2,,ABLA,L,X,5.8,4,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,1,3,,PICO,D,X,12.9,7,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,1,4,,ABLA,L,X,14.8,8,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,1,5,,PICO,L,X,11.3,6,,, poleq1_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,2,20,,PICO,L,X,11.2,9,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,2,21,,ABLA,L,X,14.8,9,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,2,22,,PICO,D,X,12.3,10,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,2,23,,PICO,L,X,8.3,5,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,2,24,,ABLA,D,X,7.2,4,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,2,25,,PICO,L,X,4,3,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,2,26,,ABLA,L,X,4.3,3,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,2,27,,ABLA,L,X,2.7,2,,, poleq2_all,From FMH TREEPOLE 1069,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,1,1,,PICO,L,I,25.2,,,, overq1_all,FMH TREEOVER 1067,Yes,DTOP,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,1,2,,PICO,L,C,30.3,,,, overq1_all,FMH TREEOVER 1067,Yes,WOND,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,1,3,,PICO,L,C,28.4,,,, overq1_all,FMH TREEOVER 1067,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,1,4,,PICO,L,D,41.3,,,, overq1_all,FMH TREEOVER 1067,Yes,LEAN,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,1,5,,PICO,D,LBS,31.7,,,, overq1_all,FMH TREEOVER 1067,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,1,6,,PICO,D,BAD,18.4,,,, overq1_all,FMH TREEOVER 1067,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,1,7,,PICO,L,D,40.1,,,, overq1_all,FMH TREEOVER 1067,Yes,WOND,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,1,8,,PICO,L,C,31.7,,,, overq1_all,FMH TREEOVER 1067,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,1,9,,PICO,L,I,27.5,,,, overq1_all,FMH TREEOVER 1067,Yes,FORK,BURL,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,1,10,,PICO,L,C,33.6,,,, overq1_all,FMH TREEOVER 1067,Yes,INSE,BROK,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,1,12,,PICO,L,C,25.6,,,, overq1_all,FMH TREEOVER 1067,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,1,13,,PICO,D,LBS,21,,,, overq1_all,FMH TREEOVER 1067,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,1,14,,PICO,L,D,29.2,,,, overq1_all,FMH TREEOVER 1067,Yes,LEAN,LIGT,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,1,15,,PICO,L,C,28.1,,,, overq1_all,FMH TREEOVER 1067,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,1,59,,PICO,L,I,15.7,,,, overq1_all,FMH TREEOVER 1067,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,2,16,,PICO,L,C,21.9,,,, overq2_all,FMH TREEOVER 1067,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,2,17,,PICO,L,C,39.4,,,, overq2_all,FMH TREEOVER 1067,Yes,FORK,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,2,18,,PICO,L,C,29.1,,,, overq2_all,FMH TREEOVER 1067,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,2,19,,PICO,L,C,27.7,,,, overq2_all,FMH TREEOVER 1067,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,2,20,,PICO,L,C,23.5,,,, overq2_all,FMH TREEOVER 1067,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,2,21,,PICO,D,RS,32,,,, overq2_all,FMH TREEOVER 1067,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,2,22,,PICO,L,C,23.7,,,, overq2_all,FMH TREEOVER 1067,Yes,SPAR,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,2,23,,PICO,L,D,39.3,,,, overq2_all,FMH TREEOVER 1067,Yes,LEAN,LIGT,FIRE,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,2,24,,PICO,L,C,19.7,,,, overq2_all,FMH TREEOVER 1067,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,2,25,,PICO,L,I,31.8,,,, overq2_all,FMH TREEOVER 1067,Yes,FORK,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,2,26,,PICO,L,D,41.7,,,, overq2_all,FMH TREEOVER 1067,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,2,27,,ABLA,L,I,21.2,,,, overq2_all,FMH TREEOVER 1067,Yes,,,,,,,,
2025/10/21,FPICO1T08:08,1998/07/28,1,2,60,,PICO,L,SC,15.7,,,, overq2_all,FMH TREEOVER 1067,Yes,LEAN,,,,,,,
